sex,educ,cause,mx,age,year
Females,Primary,Ill-defined,0.009869431573191327,97,2020-2021
Females,Primary,Ill-defined,0.005128903161958862,98,2016-2019
Females,Primary,Ill-defined,0.01166530630190384,98,2020-2021
Females,Primary,Ill-defined,0.00607569985317495,99,2016-2019
Females,Primary,Ill-defined,0.01381872450066868,99,2020-2021
Females,Primary,Ill-defined,0.007218924829749729,100,2016-2019
Females,Primary,Ill-defined,0.016418904130232642,100,2020-2021
Females,Primary,Infectious,1.5426288858176346e-5,35,2016-2019
Females,Primary,Infectious,1.3126922397664952e-5,35,2020-2021
Females,Primary,Infectious,2.2792280481160363e-5,36,2016-2019
Females,Primary,Infectious,1.939497567384304e-5,36,2020-2021
Females,Primary,Infectious,3.100100693049865e-5,37,2016-2019
Females,Primary,Infectious,2.6380149883582394e-5,37,2020-2021
Females,Primary,Infectious,3.9223310340177846e-5,38,2016-2019
Females,Primary,Infectious,3.3376877338981175e-5,38,2020-2021
Females,Primary,Infectious,4.6645724060972114e-5,39,2016-2019
Females,Primary,Infectious,3.969294271361517e-5,39,2020-2021
Females,Primary,Infectious,5.268625269772522e-5,40,2016-2019
Females,Primary,Infectious,4.483309997272845e-5,40,2020-2021
Females,Primary,Infectious,5.7110950154923586e-5,41,2016-2019
Females,Primary,Infectious,4.859827387085629e-5,41,2020-2021
Females,Primary,Infectious,6.0033932179003726e-5,42,2016-2019
Females,Primary,Infectious,5.108557062463976e-5,42,2020-2021
Females,Primary,Infectious,6.183697708944718e-5,43,2016-2019
Females,Primary,Infectious,5.26198625620264e-5,43,2020-2021
Females,Primary,Infectious,6.306559445261858e-5,44,2016-2019
Females,Primary,Infectious,5.3665348286496454e-5,44,2020-2021
Females,Primary,Infectious,6.429873761421018e-5,45,2016-2019
Females,Primary,Infectious,5.47146852162172e-5,45,2020-2021
Females,Primary,Infectious,6.572741055357214e-5,46,2016-2019
Females,Primary,Infectious,5.593040722032762e-5,46,2020-2021
Females,Primary,Infectious,6.733503295387728e-5,47,2016-2019
Females,Primary,Infectious,5.729840536217288e-5,47,2020-2021
Females,Primary,Infectious,6.910217239924885e-5,48,2016-2019
Females,Primary,Infectious,5.8802143725852634e-5,48,2020-2021
Females,Primary,Infectious,7.100746129145555e-5,49,2016-2019
Females,Primary,Infectious,6.042343966184012e-5,49,2020-2021
Females,Primary,Infectious,7.302701074093905e-5,50,2016-2019
Females,Primary,Infectious,6.214196504051961e-5,50,2020-2021
Females,Primary,Infectious,7.513389551808503e-5,51,2016-2019
Females,Primary,Infectious,6.393480797407832e-5,51,2020-2021
Females,Primary,Infectious,7.729772746124637e-5,52,2016-2019
Females,Primary,Infectious,6.577610981022359e-5,52,2020-2021
Females,Primary,Infectious,7.948434020772649e-5,53,2016-2019
Females,Primary,Infectious,6.76367968556095e-5,53,2020-2021
Females,Primary,Infectious,8.165740047926223e-5,54,2016-2019
Females,Primary,Infectious,6.948595149106019e-5,54,2020-2021
Females,Primary,Infectious,8.382907430643874e-5,55,2016-2019
Females,Primary,Infectious,7.133392633870326e-5,55,2020-2021
Females,Primary,Infectious,8.607330762231482e-5,56,2016-2019
Females,Primary,Infectious,7.324364531587286e-5,56,2020-2021
Females,Primary,Infectious,8.84754206139173e-5,57,2016-2019
Females,Primary,Infectious,7.528771120372739e-5,57,2020-2021
Females,Primary,Infectious,9.113028348164303e-5,58,2016-2019
Females,Primary,Infectious,7.754685331894871e-5,58,2020-2021
Females,Primary,Infectious,9.414437316916771e-5,59,2016-2019
Females,Primary,Infectious,8.011167767764533e-5,59,2020-2021
Females,Primary,Infectious,9.76389716453355e-5,60,2016-2019
Females,Primary,Infectious,8.30853885571312e-5,60,2020-2021
Females,Primary,Infectious,1.017547816644708e-4,61,2016-2019
Females,Primary,Infectious,8.658771625379474e-5,61,2020-2021
Females,Primary,Infectious,1.066583542900401e-4,62,2016-2019
Females,Primary,Infectious,9.076038655181298e-5,62,2020-2021
Females,Primary,Infectious,1.1255083892067293e-4,63,2016-2019
Females,Primary,Infectious,9.577456651349269e-5,63,2020-2021
Females,Primary,Infectious,1.1965219884142569e-4,64,2016-2019
Females,Primary,Infectious,1.0181743278253711e-4,64,2020-2021
Females,Primary,Infectious,1.281612349006129e-4,65,2016-2019
Females,Primary,Infectious,1.0905815393425344e-4,65,2020-2021
Females,Primary,Infectious,1.3831269109862703e-4,66,2016-2019
Females,Primary,Infectious,1.1769648418722263e-4,66,2020-2021
Females,Primary,Infectious,1.503979873205781e-4,67,2016-2019
Females,Primary,Infectious,1.2798040581716563e-4,67,2020-2021
Females,Primary,Infectious,1.6477903661323663e-4,68,2016-2019
Females,Primary,Infectious,1.4021788689879737e-4,68,2020-2021
Females,Primary,Infectious,1.819060456155539e-4,69,2016-2019
Females,Primary,Infectious,1.5479202849205329e-4,69,2020-2021
Females,Primary,Infectious,2.0234051074023766e-4,70,2016-2019
Females,Primary,Infectious,1.7218063312636486e-4,70,2020-2021
Females,Primary,Infectious,2.2678502959203067e-4,71,2016-2019
Females,Primary,Infectious,1.9298157267610427e-4,71,2020-2021
Females,Primary,Infectious,2.561220989810737e-4,72,2016-2019
Females,Primary,Infectious,2.1794580333361354e-4,72,2020-2021
Females,Primary,Infectious,2.9142270462815563e-4,73,2016-2019
Females,Primary,Infectious,2.47984674975396e-4,73,2020-2021
Females,Primary,Infectious,3.3372383427984954e-4,74,2016-2019
Females,Primary,Infectious,2.83980607073934e-4,74,2020-2021
Females,Primary,Infectious,3.8408414435543925e-4,75,2016-2019
Females,Primary,Infectious,3.2683445794904085e-4,75,2020-2021
Females,Primary,Infectious,4.4363754271845165e-4,76,2016-2019
Females,Primary,Infectious,3.775111207559959e-4,76,2020-2021
Females,Primary,Infectious,5.135472453768777e-4,77,2016-2019
Females,Primary,Infectious,4.3700042826721786e-4,77,2020-2021
Females,Primary,Infectious,5.949358797018746e-4,78,2016-2019
Females,Primary,Infectious,5.062576745601195e-4,78,2020-2021
Females,Primary,Infectious,6.887871026703526e-4,79,2016-2019
Females,Primary,Infectious,5.861198975587626e-4,79,2020-2021
Females,Primary,Infectious,7.958154802298262e-4,80,2016-2019
Females,Primary,Infectious,6.771951535382026e-4,80,2020-2021
Females,Primary,Infectious,9.163043192237695e-4,81,2016-2019
Females,Primary,Infectious,7.797245210224582e-4,81,2020-2021
Females,Primary,Infectious,0.001049944860466377,82,2016-2019
Females,Primary,Infectious,8.934452629456741e-4,82,2020-2021
Females,Primary,Infectious,0.0011962409717719868,83,2016-2019
Females,Primary,Infectious,0.0010179351981364714,83,2020-2021
Females,Primary,Infectious,0.001354641941982136,84,2016-2019
Females,Primary,Infectious,0.0011527257017229105,84,2020-2021
Females,Primary,Infectious,0.0015241207143540597,85,2016-2019
Females,Primary,Infectious,0.0012969428049699173,85,2020-2021
Females,Primary,Infectious,0.0017030937499001337,86,2016-2019
Females,Primary,Infectious,0.0014492390033937277,86,2020-2021
Females,Primary,Infectious,0.001889371785333682,87,2016-2019
Females,Primary,Infectious,0.001607751354485197,87,2020-2021
Females,Primary,Infectious,0.002080134016079104,88,2016-2019
Females,Primary,Infectious,0.0017700795088729819,88,2020-2021
Females,Primary,Infectious,0.002271933239030939,89,2016-2019
Females,Primary,Infectious,0.0019332900865283267,89,2020-2021
Females,Primary,Infectious,0.0024607387765434047,90,2016-2019
Females,Primary,Infectious,0.002093953202716633,90,2020-2021
Females,Primary,Infectious,0.0026420403373960595,91,2016-2019
Females,Primary,Infectious,0.0022482308479603173,91,2020-2021
Females,Primary,Infectious,0.002813540427018176,92,2016-2019
Females,Primary,Infectious,0.0023941679808870656,92,2020-2021
Females,Primary,Infectious,0.002978774327372367,93,2016-2019
Females,Primary,Infectious,0.0025347729317831682,93,2020-2021
Females,Primary,Infectious,0.0031435355687647218,94,2016-2019
Females,Primary,Infectious,0.0026749756759288563,94,2020-2021
Females,Primary,Infectious,0.00331528674169851,95,2016-2019
Females,Primary,Infectious,0.0028211264669283907,95,2020-2021
Females,Primary,Infectious,0.003503251882973784,96,2016-2019
Females,Primary,Infectious,0.0029810744521937423,96,2020-2021
Females,Primary,Infectious,0.003718731204994465,97,2016-2019
Females,Primary,Infectious,0.003164435490254929,97,2020-2021
Females,Primary,Infectious,0.003975730855172551,98,2016-2019
Females,Primary,Infectious,0.0033831280413364334,98,2020-2021
Females,Primary,Infectious,0.004292037781866691,99,2016-2019
Females,Primary,Infectious,0.0036522878190853847,99,2020-2021
Females,Primary,Infectious,0.004690942133636756,100,2016-2019
Females,Primary,Infectious,0.003991733457496406,100,2020-2021
Females,Primary,Mental,8.511722910395359e-6,35,2016-2019
Females,Primary,Mental,7.614754604933736e-6,35,2020-2021
Females,Primary,Mental,9.15273194111475e-6,36,2016-2019
Females,Primary,Mental,8.188213882198656e-6,36,2020-2021
Females,Primary,Mental,9.841369691561273e-6,37,2016-2019
Females,Primary,Mental,8.804282748225723e-6,37,2020-2021
Females,Primary,Mental,1.0581130707139964e-5,38,2016-2019
Females,Primary,Mental,9.46608749201603e-6,38,2020-2021
Females,Primary,Mental,1.137576296231747e-5,39,2016-2019
Females,Primary,Mental,1.0176981125190086e-5,39,2020-2021
Females,Primary,Mental,1.2229286047695468e-5,40,2016-2019
Females,Primary,Mental,1.094055965250113e-5,40,2020-2021
Females,Primary,Mental,1.3146010650313458e-5,41,2016-2019
Females,Primary,Mental,1.1760679499296888e-5,41,2020-2021
Females,Primary,Mental,1.4130559418427838e-5,42,2016-2019
Females,Primary,Mental,1.2641476177561005e-5,42,2020-2021
Females,Primary,Mental,1.5187889308415759e-5,43,2016-2019
Females,Primary,Mental,1.3587384277892436e-5,43,2020-2021
Females,Primary,Mental,1.6323315518293326e-5,44,2016-2019
Females,Primary,Mental,1.4603158880901224e-5,44,2020-2021
Females,Primary,Mental,1.7542973427201193e-5,45,2016-2019
Females,Primary,Mental,1.5694288817351294e-5,45,2020-2021
Females,Primary,Mental,1.8857479023164463e-5,46,2016-2019
Females,Primary,Mental,1.6870271358776306e-5,46,2020-2021
Females,Primary,Mental,2.028134414560037e-5,47,2016-2019
Females,Primary,Mental,1.8144089081934515e-5,47,2020-2021
Females,Primary,Mental,2.1831818955077742e-5,48,2016-2019
Females,Primary,Mental,1.9531174319505194e-5,48,2020-2021
Females,Primary,Mental,2.3529386604990478e-5,49,2016-2019
Females,Primary,Mental,2.1049851703090176e-5,49,2020-2021
Females,Primary,Mental,2.539839070352856e-5,50,2016-2019
Females,Primary,Mental,2.2721899503025173e-5,50,2020-2021
Females,Primary,Mental,2.746781512026808e-5,51,2016-2019
Females,Primary,Mental,2.4573247258681567e-5,51,2020-2021
Females,Primary,Mental,2.9772257425021802e-5,52,2016-2019
Females,Primary,Mental,2.6634846635994055e-5,52,2020-2021
Females,Primary,Mental,3.235314925918646e-5,53,2016-2019
Females,Primary,Mental,2.8943763195653113e-5,53,2020-2021
Females,Primary,Mental,3.526035423624285e-5,54,2016-2019
Females,Primary,Mental,3.154460590629748e-5,54,2020-2021
Females,Primary,Mental,3.855598406557822e-5,55,2016-2019
Females,Primary,Mental,3.449294112388773e-5,55,2020-2021
Females,Primary,Mental,4.2318059518350145e-5,56,2016-2019
Females,Primary,Mental,3.7858567763720704e-5,56,2020-2021
Females,Primary,Mental,4.664269402005041e-5,57,2016-2019
Females,Primary,Mental,4.172747078525337e-5,57,2020-2021
Females,Primary,Mental,5.1648835499726544e-5,58,2016-2019
Females,Primary,Mental,4.6206063343612735e-5,58,2020-2021
Females,Primary,Mental,5.7484606676685296e-5,59,2016-2019
Females,Primary,Mental,5.142685893469268e-5,59,2020-2021
Females,Primary,Mental,6.433566786569672e-5,60,2016-2019
Females,Primary,Mental,5.755595292505195e-5,60,2020-2021
Females,Primary,Mental,7.243632017990379e-5,61,2016-2019
Females,Primary,Mental,6.480295569545936e-5,61,2020-2021
Females,Primary,Mental,8.208434916732465e-5,62,2016-2019
Females,Primary,Mental,7.343427204984545e-5,62,2020-2021
Females,Primary,Mental,9.366098411206205e-5,63,2016-2019
Females,Primary,Mental,8.379095719844367e-5,63,2020-2021
Females,Primary,Mental,1.0764393981324022e-4,64,2016-2019
Females,Primary,Mental,9.630038418955155e-5,64,2020-2021
Females,Primary,Mental,1.246079885405437e-4,65,2016-2019
Females,Primary,Mental,1.114767555921956e-4,65,2020-2021
Females,Primary,Mental,1.4527727396960544e-4,66,2016-2019
Females,Primary,Mental,1.2996790457090772e-4,66,2020-2021
Females,Primary,Mental,1.7057486527899312e-4,67,2016-2019
Females,Primary,Mental,1.5259962695482446e-4,67,2020-2021
Females,Primary,Mental,2.0168240579317894e-4,68,2016-2019
Females,Primary,Mental,1.8042904408602153e-4,68,2020-2021
Females,Primary,Mental,2.4011908167488908e-4,69,2016-2019
Females,Primary,Mental,2.1481524976373935e-4,69,2020-2021
Females,Primary,Mental,2.878465849851765e-4,70,2016-2019
Females,Primary,Mental,2.575132122608667e-4,70,2020-2021
Females,Primary,Mental,3.4740918701459746e-4,71,2016-2019
Females,Primary,Mental,3.1079908667901076e-4,71,2020-2021
Females,Primary,Mental,4.2212141889381836e-4,72,2016-2019
Females,Primary,Mental,3.776381177114192e-4,72,2020-2021
Females,Primary,Mental,5.162680285835474e-4,73,2016-2019
Females,Primary,Mental,4.6186352509612264e-4,73,2020-2021
Females,Primary,Mental,6.350384611846115e-4,74,2016-2019
Females,Primary,Mental,5.681178884136094e-4,74,2020-2021
Females,Primary,Mental,7.847785770309098e-4,75,2016-2019
Females,Primary,Mental,7.020783390400442e-4,75,2020-2021
Females,Primary,Mental,9.733110644954663e-4,76,2016-2019
Females,Primary,Mental,8.707432077409523e-4,76,2020-2021
Females,Primary,Mental,0.0012101764374138583,77,2016-2019
Females,Primary,Mental,0.0010826476257027786,77,2020-2021
Females,Primary,Mental,0.0015068614969003414,78,2016-2019
Females,Primary,Mental,0.00134806791096378,78,2020-2021
Females,Primary,Mental,0.0018769845148576539,79,2016-2019
Females,Primary,Mental,0.001679187237221489,79,2020-2021
Females,Primary,Mental,0.0023363927700305698,80,2016-2019
Females,Primary,Mental,0.002090182891503196,80,2020-2021
Females,Primary,Mental,0.0029031129131959705,81,2016-2019
Females,Primary,Mental,0.002597181869889464,81,2020-2021
Females,Primary,Mental,0.003597106794415616,82,2016-2019
Females,Primary,Mental,0.0032180424357754916,82,2020-2021
Females,Primary,Mental,0.004440329953353521,83,2016-2019
Females,Primary,Mental,0.003972406446458606,83,2020-2021
Females,Primary,Mental,0.0054564081377588055,84,2016-2019
Females,Primary,Mental,0.004881409960215312,84,2020-2021
Females,Primary,Mental,0.006669408203431396,85,2016-2019
Females,Primary,Mental,0.005966583659253907,85,2020-2021
Females,Primary,Mental,0.008102438623872901,86,2016-2019
Females,Primary,Mental,0.007248600838142572,86,2020-2021
Females,Primary,Mental,0.009775778490427685,87,2016-2019
Females,Primary,Mental,0.00874560357056298,87,2020-2021
Females,Primary,Mental,0.011704510599364852,88,2016-2019
Females,Primary,Mental,0.01047108522249456,88,2020-2021
Females,Primary,Mental,0.013895706209258606,89,2016-2019
Females,Primary,Mental,0.012431371880836217,89,2020-2021
Females,Primary,Mental,0.01634528876852316,90,2016-2019
Females,Primary,Mental,0.014622816582418818,90,2020-2021
Females,Primary,Mental,0.019034886671432386,91,2016-2019
Females,Primary,Mental,0.017028983727684455,91,2020-2021
Females,Primary,Mental,0.021942162585884023,92,2016-2019
Females,Primary,Mental,0.019629889900316812,92,2020-2021
Females,Primary,Mental,0.02506311092304883,93,2016-2019
Females,Primary,Mental,0.022421951621823456,93,2020-2021
Females,Primary,Mental,0.02840108482245787,94,2016-2019
Females,Primary,Mental,0.025408168676731437,94,2020-2021
Females,Primary,Mental,0.03196666118351732,95,2016-2019
Females,Primary,Mental,0.028598003367127766,95,2020-2021
Females,Primary,Mental,0.03577997348930717,96,2016-2019
Females,Primary,Mental,0.032009467502678995,96,2020-2021
Females,Primary,Mental,0.03987320352023997,97,2016-2019
Females,Primary,Mental,0.03567135153664258,97,2020-2021
Females,Primary,Mental,0.04429335876159188,98,2016-2019
Females,Primary,Mental,0.03962570928923101,98,2020-2021
Females,Primary,Mental,0.049105536393244616,99,2016-2019
Females,Primary,Mental,0.04393077797698564,99,2020-2021
Females,Primary,Mental,0.05439696334872576,100,2016-2019
Females,Primary,Mental,0.048664592528997304,100,2020-2021
Females,Primary,Musculoskeletal,4.60544557649029e-6,35,2016-2019
Females,Primary,Musculoskeletal,4.667592910721932e-6,35,2020-2021
Females,Primary,Musculoskeletal,5.120180405948182e-6,36,2016-2019
Females,Primary,Musculoskeletal,5.189273734211386e-6,36,2020-2021
Females,Primary,Musculoskeletal,5.691179087209342e-6,37,2016-2019
Females,Primary,Musculoskeletal,5.767977651654538e-6,37,2020-2021
Females,Primary,Musculoskeletal,6.323357117152713e-6,38,2016-2019
Females,Primary,Musculoskeletal,6.408686491194551e-6,38,2020-2021
Females,Primary,Musculoskeletal,7.0217720294710896e-6,39,2016-2019
Females,Primary,Musculoskeletal,7.116526034478026e-6,39,2020-2021
Females,Primary,Musculoskeletal,7.791559445083116e-6,40,2016-2019
Females,Primary,Musculoskeletal,7.89670120411098e-6,40,2020-2021
Females,Primary,Musculoskeletal,8.637852578660622e-6,41,2016-2019
Females,Primary,Musculoskeletal,8.75441448398201e-6,41,2020-2021
Females,Primary,Musculoskeletal,9.56568361321451e-6,42,2016-2019
Females,Primary,Musculoskeletal,9.694765962965698e-6,42,2020-2021
Females,Primary,Musculoskeletal,1.0579865621016072e-5,43,2016-2019
Females,Primary,Musculoskeletal,1.0722633662447629e-5,43,2020-2021
Females,Primary,Musculoskeletal,1.1684854108927142e-5,44,2016-2019
Females,Primary,Musculoskeletal,1.1842533213303571e-5,44,2020-2021
Females,Primary,Musculoskeletal,1.288459952306386e-5,45,2016-2019
Females,Primary,Musculoskeletal,1.3058468370214789e-5,45,2020-2021
Females,Primary,Musculoskeletal,1.4182468881742056e-5,46,2016-2019
Females,Primary,Musculoskeletal,1.4373851587103473e-5,46,2020-2021
Females,Primary,Musculoskeletal,1.558104182883505e-5,47,2016-2019
Females,Primary,Musculoskeletal,1.5791297318370494e-5,47,2020-2021
Females,Primary,Musculoskeletal,1.7081867683850498e-5,48,2016-2019
Females,Primary,Musculoskeletal,1.7312375790529245e-5,48,2020-2021
Females,Primary,Musculoskeletal,1.868524884552408e-5,49,2016-2019
Females,Primary,Musculoskeletal,1.8937393482979362e-5,49,2020-2021
Females,Primary,Musculoskeletal,2.0390015587516005e-5,50,2016-2019
Females,Primary,Musculoskeletal,2.0665164884725e-5,50,2020-2021
Females,Primary,Musculoskeletal,2.2193297523203542e-5,51,2016-2019
Females,Primary,Musculoskeletal,2.249278087524174e-5,51,2020-2021
Females,Primary,Musculoskeletal,2.4090298725140725e-5,52,2016-2019
Females,Primary,Musculoskeletal,2.441538080932689e-5,52,2020-2021
Females,Primary,Musculoskeletal,2.6074084854653745e-5,53,2016-2019
Females,Primary,Musculoskeletal,2.6425936774154933e-5,53,2020-2021
Females,Primary,Musculoskeletal,2.8135848676099256e-5,54,2016-2019
Females,Primary,Musculoskeletal,2.8515522686468682e-5,54,2020-2021
Females,Primary,Musculoskeletal,3.0278432807964558e-5,55,2016-2019
Females,Primary,Musculoskeletal,3.068701952394545e-5,55,2020-2021
Females,Primary,Musculoskeletal,3.25231508763715e-5,56,2016-2019
Females,Primary,Musculoskeletal,3.296202852549581e-5,56,2020-2021
Females,Primary,Musculoskeletal,3.4899002305145725e-5,57,2016-2019
Females,Primary,Musculoskeletal,3.5369940442311075e-5,57,2020-2021
Females,Primary,Musculoskeletal,3.7442937566431675e-5,58,2016-2019
Females,Primary,Musculoskeletal,3.79482043678535e-5,58,2020-2021
Females,Primary,Musculoskeletal,4.020116592932868e-5,59,2016-2019
Females,Primary,Musculoskeletal,4.0743653133664644e-5,59,2020-2021
Females,Primary,Musculoskeletal,4.32309266787643e-5,60,2016-2019
Females,Primary,Musculoskeletal,4.3814298429624556e-5,60,2020-2021
Females,Primary,Musculoskeletal,4.6602898671761605e-5,61,2016-2019
Females,Primary,Musculoskeletal,4.723177287553072e-5,61,2020-2021
Females,Primary,Musculoskeletal,5.040447937225726e-5,62,2016-2019
Females,Primary,Musculoskeletal,5.1084653304245575e-5,62,2020-2021
Females,Primary,Musculoskeletal,5.4744232959294185e-5,63,2016-2019
Females,Primary,Musculoskeletal,5.548296889406314e-5,63,2020-2021
Females,Primary,Musculoskeletal,5.975165400356083e-5,64,2016-2019
Females,Primary,Musculoskeletal,6.055796165622506e-5,64,2020-2021
Females,Primary,Musculoskeletal,6.557158555396675e-5,65,2016-2019
Females,Primary,Musculoskeletal,6.645642919739693e-5,65,2020-2021
Females,Primary,Musculoskeletal,7.238174315739257e-5,66,2016-2019
Females,Primary,Musculoskeletal,7.33584852140644e-5,66,2020-2021
Females,Primary,Musculoskeletal,8.040506208962615e-5,67,2016-2019
Females,Primary,Musculoskeletal,8.149007334089535e-5,67,2020-2021
Females,Primary,Musculoskeletal,8.992328179486708e-5,68,2016-2019
Females,Primary,Musculoskeletal,9.113673490295279e-5,68,2020-2021
Females,Primary,Musculoskeletal,1.0129516353069652e-4,69,2016-2019
Females,Primary,Musculoskeletal,1.0266207239530817e-4,69,2020-2021
Females,Primary,Musculoskeletal,1.1498110509412141e-4,70,2016-2019
Females,Primary,Musculoskeletal,1.165326963679572e-4,70,2020-2021
Females,Primary,Musculoskeletal,1.3157665933579755e-4,71,2016-2019
Females,Primary,Musculoskeletal,1.3335219624943887e-4,71,2020-2021
Females,Primary,Musculoskeletal,1.518585482615328e-4,72,2016-2019
Females,Primary,Musculoskeletal,1.539077753771279e-4,72,2020-2021
Females,Primary,Musculoskeletal,1.7681792722464666e-4,73,2016-2019
Females,Primary,Musculoskeletal,1.792039640670906e-4,73,2020-2021
Females,Primary,Musculoskeletal,2.075314071720305e-4,74,2016-2019
Females,Primary,Musculoskeletal,2.1033190139368017e-4,74,2020-2021
Females,Primary,Musculoskeletal,2.4522787297961464e-4,75,2016-2019
Females,Primary,Musculoskeletal,2.485370551926836e-4,75,2020-2021
Females,Primary,Musculoskeletal,2.913679946902848e-4,76,2016-2019
Females,Primary,Musculoskeletal,2.9529980624894397e-4,76,2020-2021
Females,Primary,Musculoskeletal,3.476621572729721e-4,77,2016-2019
Females,Primary,Musculoskeletal,3.523536200052714e-4,77,2020-2021
Females,Primary,Musculoskeletal,4.1607738078481107e-4,78,2016-2019
Females,Primary,Musculoskeletal,4.216920601074502e-4,78,2020-2021
Females,Primary,Musculoskeletal,4.988264253699301e-4,79,2016-2019
Females,Primary,Musculoskeletal,5.055577463824488e-4,79,2020-2021
Females,Primary,Musculoskeletal,5.983303120445946e-4,80,2016-2019
Females,Primary,Musculoskeletal,6.064043698672245e-4,80,2020-2021
Females,Primary,Musculoskeletal,7.171439096459239e-4,81,2016-2019
Females,Primary,Musculoskeletal,7.268212756042719e-4,81,2020-2021
Females,Primary,Musculoskeletal,8.578497931386371e-4,82,2016-2019
Females,Primary,Musculoskeletal,8.694258886389036e-4,82,2020-2021
Females,Primary,Musculoskeletal,0.0010232434266701034,83,2016-2019
Females,Primary,Musculoskeletal,0.0010370513959928153,83,2020-2021
Females,Primary,Musculoskeletal,0.0012163903676925504,84,2016-2019
Females,Primary,Musculoskeletal,0.0012328047227167518,84,2020-2021
Females,Primary,Musculoskeletal,0.0014403290670341616,85,2016-2019
Females,Primary,Musculoskeletal,0.0014597653214520753,85,2020-2021
Females,Primary,Musculoskeletal,0.0016979061019703299,86,2016-2019
Females,Primary,Musculoskeletal,0.0017208181820851727,86,2020-2021
Females,Primary,Musculoskeletal,0.0019915776848655822,87,2016-2019
Females,Primary,Musculoskeletal,0.0020184526618844062,87,2020-2021
Females,Primary,Musculoskeletal,0.002323169618937508,88,2016-2019
Females,Primary,Musculoskeletal,0.002354519202031475,88,2020-2021
Females,Primary,Musculoskeletal,0.002693600108361189,89,2016-2019
Females,Primary,Musculoskeletal,0.002729948397238002,89,2020-2021
Females,Primary,Musculoskeletal,0.003102575098809142,90,2016-2019
Females,Primary,Musculoskeletal,0.003144442225114737,90,2020-2021
Females,Primary,Musculoskeletal,0.0035482841942084996,91,2016-2019
Females,Primary,Musculoskeletal,0.0035961658595335686,91,2020-2021
Females,Primary,Musculoskeletal,0.004028947896106926,92,2016-2019
Females,Primary,Musculoskeletal,0.004083315788929154,92,2020-2021
Females,Primary,Musculoskeletal,0.0045458279936223785,93,2016-2019
Females,Primary,Musculoskeletal,0.00460717082939952,93,2020-2021
Females,Primary,Musculoskeletal,0.005101537427982995,94,2016-2019
Females,Primary,Musculoskeletal,0.005170379182025336,94,2020-2021
Females,Primary,Musculoskeletal,0.0056999956434555426,95,2016-2019
Females,Primary,Musculoskeletal,0.005776913181289677,95,2020-2021
Females,Primary,Musculoskeletal,0.006346758531054842,96,2016-2019
Females,Primary,Musculoskeletal,0.006432403691151953,96,2020-2021
Females,Primary,Musculoskeletal,0.007049398627365081,97,2016-2019
Females,Primary,Musculoskeletal,0.007144525434391819,97,2020-2021
Females,Primary,Musculoskeletal,0.007817959989775943,98,2016-2019
Females,Primary,Musculoskeletal,0.007923458006075263,98,2020-2021
Females,Primary,Musculoskeletal,0.008665522102545708,99,2016-2019
Females,Primary,Musculoskeletal,0.008782457389143752,99,2020-2021
Females,Primary,Musculoskeletal,0.009608920037583095,100,2016-2019
Females,Primary,Musculoskeletal,0.009738585833272702,100,2020-2021
Females,Primary,Neoplasms,1.869343619013695e-4,35,2016-2019
Females,Primary,Neoplasms,1.8201488460918276e-4,35,2020-2021
Females,Primary,Neoplasms,2.1305367881635748e-4,36,2016-2019
Females,Primary,Neoplasms,2.074468298438449e-4,36,2020-2021
Females,Primary,Neoplasms,2.4330319404007312e-4,37,2016-2019
Females,Primary,Neoplasms,2.369002806001768e-4,37,2020-2021
Females,Primary,Neoplasms,2.7821455626911133e-4,38,2016-2019
Females,Primary,Neoplasms,2.7089289438736566e-4,38,2020-2021
Females,Primary,Neoplasms,3.1834610704016916e-4,39,2016-2019
Females,Primary,Neoplasms,3.099683190898378e-4,39,2020-2021
Females,Primary,Neoplasms,3.6426822130041934e-4,40,2016-2019
Females,Primary,Neoplasms,3.5468191932401636e-4,40,2020-2021
Females,Primary,Neoplasms,4.16542639395285e-4,41,2016-2019
Females,Primary,Neoplasms,4.055806523379568e-4,41,2020-2021
Females,Primary,Neoplasms,4.75694874978806e-4,42,2016-2019
Females,Primary,Neoplasms,4.6317620205176696e-4,42,2020-2021
Females,Primary,Neoplasms,5.421790090243558e-4,43,2016-2019
Females,Primary,Neoplasms,5.279106995703502e-4,43,2020-2021
Females,Primary,Neoplasms,6.163345818907851e-4,44,2016-2019
Females,Primary,Neoplasms,6.001147497039077e-4,44,2020-2021
Females,Primary,Neoplasms,6.98352417973451e-4,45,2016-2019
Females,Primary,Neoplasms,6.799741549980389e-4,45,2020-2021
Females,Primary,Neoplasms,7.883660535012131e-4,46,2016-2019
Females,Primary,Neoplasms,7.676189374617526e-4,46,2020-2021
Females,Primary,Neoplasms,8.864012835813101e-4,47,2016-2019
Females,Primary,Neoplasms,8.630742133627032e-4,47,2020-2021
Females,Primary,Neoplasms,9.922848476521904e-4,48,2016-2019
Females,Primary,Neoplasms,9.661712817686645e-4,48,2020-2021
Females,Primary,Neoplasms,0.0011056055296362742,49,2016-2019
Females,Primary,Neoplasms,0.0010765097484121049,49,2020-2021
Females,Primary,Neoplasms,0.0012256775744542234,50,2016-2019
Females,Primary,Neoplasms,0.0011934219049575063,50,2020-2021
Females,Primary,Neoplasms,0.0013515085889433424,51,2016-2019
Females,Primary,Neoplasms,0.0013159414746585414,51,2020-2021
Females,Primary,Neoplasms,0.001481774948789505,52,2016-2019
