educ,year,e35_component,cause,age,Females,Males,mxc_diff,sensitivity,result,result_rescaled
Higher,2016-2019,1.9216911507526655,Blood,88,5.239143489724425e-4,8.275078668791233e-4,-3.0359351790668076e-4,-1.9890619498915172,6.038663147018877e-4,2.640896320446811e-4
Higher,2016-2019,1.9216911507526655,Blood,89,6.12651826591481e-4,9.742544410355158e-4,-3.6160261444403475e-4,-1.6312243253205185,5.898549807806062e-4,2.5796203736082606e-4
Higher,2016-2019,1.9216911507526655,Blood,90,7.168767121120203e-4,0.00113930371656895,-4.224270044569297e-4,-1.3182763443959074,5.56875527209595e-4,2.4353909051554187e-4
Higher,2016-2019,1.9216911507526655,Blood,91,8.394572859543491e-4,0.00132210550798655,-4.826482220322009e-4,-1.0486170873729124,5.061131728131212e-4,2.2133912478156226e-4
Higher,2016-2019,1.9216911507526655,Blood,92,9.837720823484331e-4,0.00152199777436106,-5.382256920126269e-4,-0.8198653808500016,4.4127261196518804e-4,1.929823189140998e-4
Higher,2016-2019,1.9216911507526655,Blood,93,0.00115370577745252,0.00173973665794946,-5.860308804969401e-4,-0.6290358919711937,3.686344576360567e-4,1.61215381460973e-4
Higher,2016-2019,1.9216911507526655,Blood,94,0.00135380665272454,0.00197669200651255,-6.228853537880101e-4,-0.4727322714389537,2.9445800814226225e-4,1.2877569940507338e-4
Higher,2016-2019,1.9216911507526655,Blood,95,0.0015894085455903,0.00223483205320962,-6.454235076193198e-4,-0.3473025488598496,2.2415722929025435e-4,9.803096937546966e-5
Higher,2016-2019,1.9216911507526655,Blood,96,0.00186675828388917,0.00251689774237191,-6.501394584827402e-4,-0.24896085939045784,1.6185927830750986e-4,7.078612635041602e-5
Higher,2016-2019,1.9216911507526655,Blood,97,0.00219316140632542,0.00282660709427452,-6.334456879491003e-4,-0.1738872989020904,1.1014815967864549e-4,4.8171236334473635e-5
Higher,2016-2019,1.9216911507526655,Blood,98,0.00257714816161328,0.00316890275271612,-5.917545911028397e-4,-0.11831947329511285,7.001609153925286e-5,3.06202273609785e-5
Higher,2016-2019,1.9216911507526655,Blood,99,0.00302866183041854,0.00355026174219463,-5.215999117760897e-4,-0.07864565126289065,4.1021564760296884e-5,1.7940013674702153e-5
Higher,2016-2019,1.9216911507526655,Blood,100,0.00355927141576895,0.00397909425523491,-4.1982283946596054e-4,-0.14658864404160313,6.154126077501078e-5,2.6913918723321623e-5
Higher,2016-2019,1.9216911507526655,Circulatory,35,2.41360645202291e-5,4.849257074069464e-5,-2.435650622046554e-5,-48.606787125162384,0.0011838915129708618,5.177527979775526e-4
Higher,2016-2019,1.9216911507526655,Circulatory,36,2.7241473411762952e-5,5.725080464430564e-5,-3.000933123254269e-5,-47.60691426374773,0.0014286516591000668,6.24794067471736e-4
Higher,2016-2019,1.9216911507526655,Circulatory,37,3.071653990235049e-5,6.758009439784033e-5,-3.6863554495489844e-5,-46.607364476169266,0.0017181131202584233,7.513846205582487e-4
Higher,2016-2019,1.9216911507526655,Circulatory,38,3.459889289443089e-5,7.973347698310135e-5,-4.513458408867046e-5,-45.60816638569002,0.0020585056208649996,9.00248910629368e-4
Higher,2016-2019,1.9216911507526655,Circulatory,39,3.892879585371345e-5,9.39942354007789e-5,-5.5065439547065455e-5,-44.609352674022574,0.0024564336129051126,0.001074275271165858
Higher,2016-2019,1.9216911507526655,Circulatory,40,4.374911215547465e-5,1.1067620037057398e-4,-6.692708821509933e-5,-43.61096059087776,0.0029187546066108965,0.0012764627059370232
Higher,2016-2019,1.9216911507526655,Circulatory,41,4.910522104735261e-5,1.301228794676646e-4,-8.1017658420312e-5,-42.613032556130065,0.0034524081158861806,0.0015098460814833756
Higher,2016-2019,1.9216911507526655,Circulatory,42,5.5044875926764264e-5,1.5270504653654897e-4,-9.76601706097847e-5,-41.61561687437574,0.00406418824398297,0.0017773966717180524
Higher,2016-2019,1.9216911507526655,Circulatory,43,6.161799627275649e-5,1.7881638556474708e-4,-1.171983892919906e-4,-40.61876857776189,0.004760454252337813,0.002081895580623783
Higher,2016-2019,1.9216911507526655,Circulatory,44,6.887638438234051e-5,2.08866760188044e-4,-1.399903758057035e-4,-39.62255042445197,0.005546775724299468,0.0024257785612495546
Higher,2016-2019,1.9216911507526655,Circulatory,45,7.687584628278152e-5,2.4327331273973224e-4,-1.6639746645695071e-4,-38.627034082789734,0.006427440608122497,0.0028109208675202915
Higher,2016-2019,1.9216911507526655,Circulatory,46,8.569767722564067e-5,2.8245367158427186e-4,-1.967559943586312e-4,-37.63230154195765,0.007404380909891728,0.003238167426141836
Higher,2016-2019,1.9216911507526655,Circulatory,47,9.544860034162676e-5,3.2681112103565913e-4,-2.3136252069403236e-4,-36.638446646945454,0.008476763370551118,0.003707153826859548
Higher,2016-2019,1.9216911507526655,Circulatory,48,1.0625605492007446e-4,3.767146773986852e-4,-2.7045862247861076e-4,-35.64557676828509,0.009640653590205954,0.00421615943350742
Higher,2016-2019,1.9216911507526655,Circulatory,49,1.1827246747385351e-4,4.324776155292976e-4,-3.1420514805544406e-4,-34.65381466423961,0.010888406967263327,0.004761841022639054
Higher,2016-2019,1.9216911507526655,Circulatory,50,1.316805742484022e-4,4.943327340565016e-4,-3.6265215980809935e-4,-33.663300525846694,0.01220806864196743,0.0053389703600622285
Higher,2016-2019,1.9216911507526655,Circulatory,51,1.4669999120391617e-4,5.624047948533205e-4,-4.157048036494043e-4,-32.67419415993536,0.013582819467658443,0.005940191906736996
Higher,2016-2019,1.9216911507526655,Circulatory,52,1.6359537545166766e-4,6.366809181614868e-4,-4.730855427098191e-4,-31.68667722569693,0.014990508891989695,0.00655581853311763
Higher,2016-2019,1.9216911507526655,Circulatory,53,1.8268662561522e-4,7.169800854528166e-4,-5.342934598375965e-4,-30.700955388527515,0.01640331967485607,0.007173684889813039
Higher,2016-2019,1.9216911507526655,Circulatory,54,2.043598028065284e-4,8.029360553631293e-4,-5.985762525566009e-4,-29.71726014031403,0.01778804621103882,0.0077792691267869795
Higher,2016-2019,1.9216911507526655,Circulatory,55,2.290235617269292e-4,8.94368005764775e-4,-6.653444440378458e-4,-28.73584846745686,0.019119237122535868,0.008361440560164633
Higher,2016-2019,1.9216911507526655,Circulatory,56,2.570837997043063e-4,9.915306297131863e-4,-7.3444683000888e-4,-27.757000385088777,0.020386040943383713,0.008915453504380045
Higher,2016-2019,1.9216911507526655,Circulatory,57,2.889922318512939e-4,0.00109485200027704,-8.058597684257461e-4,-26.781017799208687,0.021581744801876097,0.009438372210616454
Higher,2016-2019,1.9216911507526655,Circulatory,58,3.252532148647852e-4,0.00120494969365239,-8.796964787876047e-4,-25.80822489024919,0.02270340455971083,0.009928909115083689
Higher,2016-2019,1.9216911507526655,Circulatory,59,3.664274950665671e-4,0.00132266983608862,-9.56242341022053e-4,-24.838968748972334,0.02375207362509092,0.010387524906145962
Higher,2016-2019,1.9216911507526655,Circulatory,60,4.1313557479786905e-4,0.00144913162401372,-0.001035996049215851,-23.87362028295361,0.024732976293619344,0.010816504331718331
Higher,2016-2019,1.9216911507526655,Circulatory,61,4.6606047530032017e-4,0.00158577981618135,-0.00111971934088103,-22.91257551229234,0.025655653950510802,0.011220020138067964
Higher,2016-2019,1.9216911507526655,Circulatory,62,5.259496273668789e-4,0.00173444854842472,-0.001208498921057841,-21.95625739248964,0.026534113369291977,0.011604197925475485
Higher,2016-2019,1.9216911507526655,Circulatory,63,5.936159566585411e-4,0.00189744073046569,-0.0013038247738071489,-21.0051183302132,0.02738699365568262,0.011977189158017177
Higher,2016-2019,1.9216911507526655,Circulatory,64,6.701241400879296e-4,0.002077551682331,-0.0014074275422430703,-20.059644702310234,0.028232496441641716,0.012346953978806894
Higher,2016-2019,1.9216911507526655,Circulatory,65,7.572376249145321e-4,0.00227802971575328,-0.001520792090838748,-19.12036577816629,0.029078101049379152,0.012716763329445886
Higher,2016-2019,1.9216911507526655,Circulatory,66,8.572827940877272e-4,0.00250283057368965,-0.001645547779601923,-18.187864340651117,0.02992899978145944,0.013088887966292545
Higher,2016-2019,1.9216911507526655,Circulatory,67,9.732374385249156e-4,0.00275682134667994,-0.0017835839081550243,-17.262786223152276,0.030789627717534646,0.013465267488435087
Higher,2016-2019,1.9216911507526655,Circulatory,68,0.0011089298129097,0.003046011131169,-0.0019370813182593,-16.345850865469433,0.03166324234255345,0.013847326495955591
Higher,2016-2019,1.9216911507526655,Circulatory,69,0.00126930982083357,0.0033778520822455,-0.00210854226141193,-15.437863521040954,0.03255138766002443,0.014235740229894218
Higher,2016-2019,1.9216911507526655,Circulatory,70,0.00146082208342614,0.0037616348440237,-0.00230081276059756,-14.539729369838485,0.033453194869759506,0.014630128736747341
Higher,2016-2019,1.9216911507526655,Circulatory,71,0.00169192415598219,0.00420901132071472,-0.00251708716473253,-13.652469811174505,0.034364456528605695,0.015028651969989652
Higher,2016-2019,1.9216911507526655,Circulatory,72,0.00197381348844729,0.00473469046729078,-0.0027608769788434896,-12.777241211381343,0.03527639111363305,0.015427469494904231
Higher,2016-2019,1.9216911507526655,Circulatory,73,0.00232095768737392,0.00535667267255074,-0.0030357149851768196,-11.915355898965087,0.03617162445620333,0.01581898304397548
Higher,2016-2019,1.9216911507526655,Circulatory,74,0.0027489335585822,0.00609277356732164,-0.0033438400087394404,-11.068301682070361,0.03701062999330492,0.016185906414566197
Higher,2016-2019,1.9216911507526655,Circulatory,75,0.00327540214496619,0.00696201633642705,-0.00368661419146086,-10.237753572417361,0.03774264760875296,0.016506040619782354
Higher,2016-2019,1.9216911507526655,Circulatory,76,0.0039213471998972,0.00798616795325152,-0.00406482075335432,-9.425580688701293,0.03831329599584872,0.01675560301282527
Higher,2016-2019,1.9216911507526655,Circulatory,77,0.00471132606538434,0.00918985318863385,-0.004478527123249509,-8.633848522545069,0.03866692478624579,0.016910255946533736
Higher,2016-2019,1.9216911507526655,Circulatory,78,0.00567355332747751,0.01060055908899956,-0.00492700576152205,-7.864814480520498,0.038749986258826544,0.016946581327163337
Higher,2016-2019,1.9216911507526655,Circulatory,79,0.00683971726758509,0.01224848469289321,-0.00540876742530812,-7.12091477061789,0.038515371849713494,0.016843977105886924
Higher,2016-2019,1.9216911507526655,Circulatory,80,0.00824440092762842,0.01416617760207793,-0.00592177667444951,-6.404740602915256,0.03792744350824326,0.016586857648173567
Higher,2016-2019,1.9216911507526655,Circulatory,81,0.00992395802009472,0.01638789066169166,-0.006463932641596939,-5.719001670156279,0.03696724157307059,0.01616693130094301
Higher,2016-2019,1.9216911507526655,Circulatory,82,0.01191496799381072,0.01894872385741987,-0.007033755863609149,-5.066474837669643,0.035636347097287066,0.0155848895081772
Higher,2016-2019,1.9216911507526655,Circulatory,83,0.01425792230896692,0.02188614807291674,-0.007628225763949819,-4.4499318995742065,0.03394508516415412,0.01484524775181801
Higher,2016-2019,1.9216911507526655,Circulatory,84,0.01699899199508715,0.02524004570987389,-0.008241053714786742,-3.872037987631256,0.031909673041763946,0.013955098350577325
Higher,2016-2019,1.9216911507526655,Circulatory,85,0.02018589244685577,0.02904980497527999,-0.00886391252842422,-3.3352243045473777,0.029563136498182454,0.012928884506078047
Higher,2016-2019,1.9216911507526655,Circulatory,86,0.02386628921236299,0.03335257948296431,-0.009486290270601317,-2.8415459626022415,0.0269557298185001,0.011788583989451127
Higher,2016-2019,1.9216911507526655,Circulatory,87,0.02808589710148498,0.03818120228396343,-0.010095305182478448,-2.3925349209452054,0.024153370186678794,0.010563024447535114
Higher,2016-2019,1.9216911507526655,Circulatory,88,0.03288610637616911,0.04356167588727286,-0.010675569511103752,-1.9890619498915172,0.02123436910795846,0.009286453951633482
Higher,2016-2019,1.9216911507526655,Circulatory,89,0.03830113715031734,0.04951026027369083,-0.011209123123373486,-1.6312243253205185,0.01828459430435954,0.007996425143052422
Higher,2016-2019,1.9216911507526655,Circulatory,90,0.04435475981338195,0.05603022059006794,-0.011675460776685985,-1.3182763443959074,0.015391483751827402,0.006731177384266636
Higher,2016-2019,1.9216911507526655,Circulatory,91,0.05105691692417563,0.06310850038659546,-0.01205158346241983,-1.0486170873729124,0.01263749634859424,0.005526772531290891
Higher,2016-2019,1.9216911507526655,Circulatory,92,0.05843860991824141,0.07073560051086077,-0.012296990592619357,-0.8198653808500016,0.010081876875526755,0.004409120180336691
Higher,2016-2019,1.9216911507526655,Circulatory,93,0.06661909672679997,0.07894195061294582,-0.012322853886145846,-0.6290358919711937,0.007751517385902443,0.0033899810676499146
Higher,2016-2019,1.9216911507526655,Circulatory,94,0.0757779000499188,0.08777414892121181,-0.011996248871293011,-0.4727322714389537,0.005671013977673329,0.0024801118363811116
Higher,2016-2019,1.9216911507526655,Circulatory,95,0.08616338364229333,0.09729347320873008,-0.011130089566436754,-0.3473025488598496,0.0038655084754619035,0.0016905077930274874
Higher,2016-2019,1.9216911507526655,Circulatory,96,0.09811392922713126,0.1075792308138213,-0.00946530158669004,-0.24896085939045784,0.002356489617412216,0.0010305666350783752
Higher,2016-2019,1.9216911507526655,Circulatory,97,0.11208764011606094,0.11873264724522604,-0.006645007129165104,-0.1738872989020904,0.001155482340875654,5.053285782079481e-4
Higher,2016-2019,1.9216911507526655,Circulatory,98,0.12870496688576094,0.13088147979544187,-0.0021765129096809332,-0.11831947329511285,2.575238610934615e-4,1.1262324137499239e-4
Higher,2016-2019,1.9216911507526655,Circulatory,99,0.14881092062129084,0.14418560803903377,0.004625312582257068,-0.07864565126289065,-3.6376072032604965e-4,-1.590839436550447e-4
Higher,2016-2019,1.9216911507526655,Circulatory,100,0.17356717896594448,0.1588439366448248,0.014723242321119684,-0.14658864404160313,-0.00215826012774888,-9.438746774197676e-4
Higher,2016-2019,1.9216911507526655,Congenital,35,1.379867239054656e-6,2.68317846203329e-6,-1.303311222978634e-6,-48.606787125162384,6.334977117315751e-5,2.770483690167925e-5
Higher,2016-2019,1.9216911507526655,Congenital,36,1.4559146956007263e-6,2.7451613373309902e-6,-1.289246641730264e-6,-47.60691426374773,6.137705433767736e-5,2.684210611089571e-5
Higher,2016-2019,1.9216911507526655,Congenital,37,1.5361460950338343e-6,2.8080719968905695e-6,-1.2719259018567352e-6,-46.607364476169266,5.9281114094517156e-5,2.5925485868753088e-5
Higher,2016-2019,1.9216911507526655,Congenital,38,1.6207915767702076e-6,2.872179698329617e-6,-1.2513881215594094e-6,-45.60816638569002,5.7073517661157626e-5,2.4960034881348893e-5
Higher,2016-2019,1.9216911507526655,Congenital,39,1.7100939555162998e-6,2.9377777447634467e-6,-1.227683789247147e-6,-44.609352674022574,5.476617912670638e-5,2.3950963552595344e-5
Higher,2016-2019,1.9216911507526655,Congenital,40,1.8043094213314304e-6,3.005184761299908e-6,-1.2008753399684774e-6,-43.61096059087776,5.23713271259222e-5,2.2903619847058816e-5
Higher,2016-2019,1.9216911507526655,Congenital,41,1.903708278519351e-6,3.0747462939452575e-6,-1.1710380154259064e-6,-42.613032556130065,4.990148107581009e-5,2.1823478897479402e-5
Higher,2016-2019,1.9216911507526655,Congenital,42,2.008575725514877e-6,3.1468367763197063e-6,-1.1382610508048292e-6,-41.61561687437574,4.736943579331811e-5,2.07161362776085e-5
Higher,2016-2019,1.9216911507526655,Congenital,43,2.1192126780526283e-6,3.2218619144816794e-6,-1.1026492364290511e-6,-40.61876857776189,4.478825415695748e-5,1.9587304792905654e-5
Higher,2016-2019,1.9216911507526655,Congenital,44,2.2359366380342165e-6,3.3002615462858097e-6,-1.0643249082515932e-6,-39.62255042445197,4.217126734519897e-5,1.8442814584796802e-5
Higher,2016-2019,1.9216911507526655,Congenital,45,2.359083498341777e-6,3.382562590221331e-6,-1.023479091879554e-6,-38.627034082789734,3.9533961765054217e-5,1.7289438343577507e-5
Higher,2016-2019,1.9216911507526655,Congenital,46,2.48901568556305e-6,3.469765490988196e-6,-9.807498054251457e-7,-37.63230154195765,3.6907872414975376e-5,1.6140967310678197e-5
Higher,2016-2019,1.9216911507526655,Congenital,47,2.626121224594298e-6,3.5631874772550715e-6,-9.370662526607737e-7,-36.638446646945454,3.4332651902764866e-5,1.5014742812066564e-5
Higher,2016-2019,1.9216911507526655,Congenital,48,2.770811883547086e-6,3.6642842665395114e-6,-8.934723829924253e-7,-35.64557676828509,3.184833841829911e-5,1.3928274800814619e-5
Higher,2016-2019,1.9216911507526655,Congenital,49,2.9235247126323676e-6,3.774672205132837e-6,-8.511474925004695e-7,-34.65381466423961,2.9495507457043547e-5,1.2899308210538652e-5
Higher,2016-2019,1.9216911507526655,Congenital,50,3.0847237202934164e-6,3.896158318001811e-6,-8.114345977083944e-7,-33.663300525846694,2.7315566719727195e-5,1.1945951924253178e-5
Higher,2016-2019,1.9216911507526655,Congenital,51,3.2549016688231543e-6,4.030778025085101e-6,-7.758763562619469e-7,-32.67419415993536,2.5351134708606034e-5,1.108684434636172e-5
Higher,2016-2019,1.9216911507526655,Congenital,52,3.434581998565268e-6,4.180842129497667e-6,-7.46260130932399e-7,-31.68667722569693,2.3646503895261255e-5,1.0341355960425693e-5
Higher,2016-2019,1.9216911507526655,Congenital,53,3.624320890536478e-6,4.348995133791937e-6,-7.246742432554591e-7,-30.700955388527515,2.2248191613400786e-5,9.729830251821806e-6
Higher,2016-2019,1.9216911507526655,Congenital,54,3.824709488472403e-6,4.538259693222157e-6,-7.135502047497542e-7,-29.71726014031403,2.1204757057722784e-5,9.273503675619678e-6
Higher,2016-2019,1.9216911507526655,Congenital,55,4.036376574658264e-6,4.751318541107732e-6,-7.149419664494684e-7,-28.73584846745686,2.054446401091755e-5,8.98473686825348e-6
Higher,2016-2019,1.9216911507526655,Congenital,56,4.259991241458308e-6,4.990308727064963e-6,-7.303174856066546e-7,-27.757000385088777,2.027142272922098e-5,8.86532737336908e-6
Higher,2016-2019,1.9216911507526655,Congenital,57,4.496265367007625e-6,5.257614332031106e-6,-7.613489650234809e-7,-26.781017799208687,2.0389700183702953e-5,8.91705380465503e-6
