educ,year,e35_component,cause,age,Females,Males,mxc_diff,sensitivity,result,result_rescaled
Higher,2020-2021,2.028439742686062,Neoplasms,45,5.014043284167891e-4,3.726945972244477e-4,1.287097311923414e-4,-37.97281640520554,-0.004887470992130136,-0.002144012308252623
Higher,2020-2021,2.028439742686062,Neoplasms,46,5.638791838470016e-4,4.3626414945575296e-4,1.2761503439124867e-4,-36.97842047590928,-0.004719002400767217,-0.0020701093154742133
Higher,2020-2021,2.028439742686062,Neoplasms,47,6.335018692838424e-4,5.117792202402014e-4,1.2172264904364099e-4,-35.98495965315328,-0.004380184614710358,-0.001921478355877621
Higher,2020-2021,2.028439742686062,Neoplasms,48,7.10732974160668e-4,6.00978983990556e-4,1.09753990170112e-4,-34.9925480771835,-0.0038405717776903697,-0.0016847635874166146
Higher,2020-2021,2.028439742686062,Neoplasms,49,7.959662001281714e-4,7.056449813037523e-4,9.032121882441907e-5,-34.001316462552595,-0.0030710403445325355,-0.0013471892331269745
Higher,2020-2021,2.028439742686062,Neoplasms,50,8.894985745909901e-4,8.275045391244748e-4,6.199403546651525e-5,-33.01141437788052,-0.0020465107937421567,-8.977535289355633e-4
Higher,2020-2021,2.028439742686062,Neoplasms,51,9.91496594463455e-4,9.680961402677488e-4,2.3400454195706137e-5,-32.023012696271465,-7.493530418076165e-4,-3.287225944561255e-4
Higher,2020-2021,2.028439742686062,Neoplasms,52,0.00110195893046497,0.00112859309677426,-2.6634166309290113e-5,-31.03630612367895,8.266261389241043e-4,3.6262038568216467e-4
Higher,2020-2021,2.028439742686062,Neoplasms,53,0.00122067675325287,0.00130958565123288,-8.890889798000997e-5,-30.051515652921385,0.00267184713933026,0.0011720730745446253
Higher,2020-2021,2.028439742686062,Neoplasms,54,0.00134720240146024,0.00151086141658266,-1.6365901512241984e-4,-29.06889065868307,0.0047573860159013815,0.0020869472554671856
Higher,2020-2021,2.028439742686062,Neoplasms,55,0.00148109168606233,0.00173222528726212,-2.5113360119979e-4,-28.08870853765549,0.00705401852811271,0.0030944229789329467
Higher,2020-2021,2.028439742686062,Neoplasms,56,0.00162204275918843,0.00197414795208593,-3.5210519289749997e-4,-27.11127184958439,0.009546019604294473,0.004187602046003759
Higher,2020-2021,2.028439742686062,Neoplasms,57,0.001769673878073,0.00223703951383199,-4.673656357589901e-4,-26.136906919257036,0.012215492119092113,0.005358633431659874
Higher,2020-2021,2.028439742686062,Neoplasms,58,0.00192350844730788,0.00252121162804179,-5.977031807339103e-4,-25.165964180310738,0.01504177683680738,0.006598454441577897
Higher,2020-2021,2.028439742686062,Neoplasms,59,0.00208297568178416,0.00282689508312268,-7.439194013385201e-4,-24.198818791324292,0.0180019707883413,0.007897018111239202
Higher,2020-2021,2.028439742686062,Neoplasms,60,0.00224741292544297,0.00315426281835332,-9.068498929103502e-4,-23.2358715410764,0.021071447618703786,0.009243521469477076
Higher,2020-2021,2.028439742686062,Neoplasms,61,0.00241606965135261,0.00350345799049674,-0.0010873883391441298,-22.277550174625272,0.024224348284585792,0.010626620795331637
Higher,2020-2021,2.028439742686062,Neoplasms,62,0.0025881131285751,0.00387462661900003,-0.0012865134904249298,-21.32431129275145,0.027434014152145414,0.012034621607307183
Higher,2020-2021,2.028439742686062,Neoplasms,63,0.00276263683187856,0.00426795477272232,-0.00150531794084376,-20.37664300702155,0.03067332629263808,0.013455627503950159
Higher,2020-2021,2.028439742686062,Neoplasms,64,0.00293918625574583,0.00468392749179649,-0.0017447412360506597,-19.435069804020785,0.033909167712598075,0.01487511088157409
Higher,2020-2021,2.028439742686062,Neoplasms,65,0.00311878005427791,0.00512384725505621,-0.0020050672007782995,-18.50016223523915,0.03709406850695537,0.01627224787014361
Higher,2020-2021,2.028439742686062,Neoplasms,66,0.00330307974564384,0.00558960678816899,-0.0022865270425251496,-17.57254832190816,0.040180106944122954,0.01762601639453628
Higher,2020-2021,2.028439742686062,Neoplasms,67,0.00349423719217977,0.00608371453967036,-0.0025894773474905903,-16.652923600661982,0.04312236843340564,0.01891671353775767
Higher,2020-2021,2.028439742686062,Neoplasms,68,0.0036949371766364,0.00660940402783646,-0.0029144668512000598,-15.742062149038418,0.045879718302903646,0.020126294539441716
Higher,2020-2021,2.028439742686062,Neoplasms,69,0.0039084578289766,0.00717075842469252,-0.0032623005957159203,-14.840829259657738,0.0484152461346997,0.021238567714677182
Higher,2020-2021,2.028439742686062,Neoplasms,70,0.00413875614510823,0.00777285590068056,-0.0036340997555723304,-13.950195996915571,0.05069640386257698,0.02223925503405151
Higher,2020-2021,2.028439742686062,Neoplasms,71,0.00439058737825181,0.00842194285357265,-0.00403135547532084,-13.07125587667095,0.052694878947737146,0.023115936488983715
Higher,2020-2021,2.028439742686062,Neoplasms,72,0.00466966934655264,0.00912564412532159,-0.00445597477876895,-12.205243890392206,0.05438625894431149,0.0238579029449334
Higher,2020-2021,2.028439742686062,Neoplasms,73,0.00498223286646707,0.00989236413167582,-0.004910131265208751,-11.353557555396765,0.05574745792410069,0.024455027177762247
Higher,2020-2021,2.028439742686062,Neoplasms,74,0.00533122803689724,0.01072626614109571,-0.00539503810419847,-10.517775923519954,0.0567438018788114,0.02489209855999501
Higher,2020-2021,2.028439742686062,Neoplasms,75,0.00571795753566836,0.01162898799118569,-0.00591103045551733,-9.699669844889929,0.057335043861607426,0.025151461754234224
Higher,2020-2021,2.028439742686062,Neoplasms,76,0.00614341377824085,0.01260122909787486,-0.00645781531963401,-8.901206436388351,0.05748234728813355,0.025216080114123893
Higher,2020-2021,2.028439742686062,Neoplasms,77,0.00660812926983863,0.01364250988756224,-0.00703438061772361,-8.124547874569688,0.05715116209664056,0.02507079738446364
Higher,2020-2021,2.028439742686062,Neoplasms,78,0.0071120034709504,0.01475090901606093,-0.00763890554511053,-7.372042303378761,0.056314334830069424,0.024703702017084703
Higher,2020-2021,2.028439742686062,Neoplasms,79,0.00765411181827526,0.01592279050910697,-0.008268678690831711,-6.646204832368037,0.05495533227230433,0.024107541300123544
Higher,2020-2021,2.028439742686062,Neoplasms,80,0.00823250122120969,0.01715253131576583,-0.00892003009455614,-5.949686580377535,0.05307138335014442,0.023281099632493377
Higher,2020-2021,2.028439742686062,Neoplasms,81,0.00884397914268526,0.01843226288838172,-0.00958828374569646,-5.2852298280659875,0.050676283252715205,0.022230428621523912
Higher,2020-2021,2.028439742686062,Neoplasms,82,0.0094840033091142,0.01975173249832986,-0.01026772918921566,-4.65560742857142,0.04780251628787203,0.020969778327415835
Higher,2020-2021,2.028439742686062,Neoplasms,83,0.0101483790223316,0.02109985739847009,-0.01095147837613849,-4.063540140531464,0.0445017719796011,0.01952182366237069
Higher,2020-2021,2.028439742686062,Neoplasms,84,0.01083353784772188,0.02246499413772272,-0.011631456290000841,-3.511583609798995,0.04084483126606038,0.01791761446849387
Higher,2020-2021,2.028439742686062,Neoplasms,85,0.01153513939386977,0.02383369627765307,-0.012298556883783299,-3.001990755224824,0.03692015406772409,0.01619595591896986
Higher,2020-2021,2.028439742686062,Neoplasms,86,0.0122479830733409,0.02519072288893858,-0.012942739815597681,-2.5365628470892965,0.03283007295578845,0.014401738774794106
Higher,2020-2021,2.028439742686062,Neoplasms,87,0.01296599257400337,0.02651916443205335,-0.01355317185804998,-2.116501272418765,0.028685305482872975,0.012583532080353375
Higher,2020-2021,2.028439742686062,Neoplasms,88,0.01368222387729898,0.02780064390016005,-0.01411842002286107,-1.7422758397088043,0.024598182100691868,0.01079061241886517
Higher,2020-2021,2.028439742686062,Neoplasms,89,0.01438890088869977,0.02901559787356898,-0.014626696984869212,-1.4135275225031319,0.020675238751426205,0.00906971446592661
Higher,2020-2021,2.028439742686062,Neoplasms,90,0.01507748229579999,0.0301436389890131,-0.015066156693213111,-1.129022629170293,0.01701003184126307,0.0074618790966045675
Higher,2020-2021,2.028439742686062,Neoplasms,91,0.01573878540687326,0.03116405082077544,-0.01542526541390218,-0.8866710349043814,0.013677136048219407,0.005999820372590612
Higher,2020-2021,2.028439742686062,Neoplasms,92,0.0163663133380442,0.03206365935294863,-0.01569734601490443,-0.6836352799023445,0.010731259536623142,0.004707537408737777
Higher,2020-2021,2.028439742686062,Neoplasms,93,0.01696032721186273,0.03284586943076277,-0.015885542218900043,-0.5165376549252378,0.008205480724966487,0.003599540886848372
Higher,2020-2021,2.028439742686062,Neoplasms,94,0.01752298342558158,0.03351879188352045,-0.01599580845793887,-0.38167363590405023,0.006105178373366288,0.0026781903355850177
Higher,2020-2021,2.028439742686062,Neoplasms,95,0.01805756025601363,0.03409316299304951,-0.016035602737035876,-0.27517740272277585,0.004412635512271768,0.001935713759810972
Higher,2020-2021,2.028439742686062,Neoplasms,96,0.01856838085095316,0.03458191188219001,-0.016013531031236847,-0.19314745218053125,0.0030929727190972724,0.0013568104218955055
Higher,2020-2021,2.028439742686062,Neoplasms,97,0.01906073654041125,0.03499974631740221,-0.015939009776990958,-0.1317463828846284,0.002099906884881286,9.211770698218853e-4
Higher,2020-2021,2.028439742686062,Neoplasms,98,0.01954081816374924,0.03536278081630827,-0.015821962652559026,-0.08728923598935066,0.0013810870317939174,6.058486279923066e-4
Higher,2020-2021,2.028439742686062,Neoplasms,99,0.02001566256368306,0.03568822614364066,-0.0156725635799576,-0.05632975352117029,8.828316435038818e-4,3.872763465675861e-4
Higher,2020-2021,2.028439742686062,Neoplasms,100,0.02049312086473231,0.03599415478146606,-0.015501033916733749,-0.09606534727599592,0.0014891122063480187,6.532365928964601e-4
Higher,2020-2021,2.028439742686062,Nervous,35,5.754071337211493e-6,7.74520279540896e-6,-1.991131458197466e-6,-47.95140576871236,9.547755249087463e-5,4.188363430328069e-5
Higher,2020-2021,2.028439742686062,Nervous,36,6.57312245256801e-6,8.887725872733663e-6,-2.3146034201656533e-6,-46.951514092977405,1.0867413510156138e-4,4.7672647801211145e-5
Higher,2020-2021,2.028439742686062,Nervous,37,7.504156731027957e-6,1.0201576167894178e-5,-2.697419436866221e-6,-45.95196966550493,1.2395173613802e-4,5.437455247041192e-5
Higher,2020-2021,2.028439742686062,Nervous,38,8.561262195090817e-6,1.1711857214374255e-5,-3.150595019283438e-6,-44.952802814291836,1.416280766495384e-4,6.212872465528712e-5
Higher,2020-2021,2.028439742686062,Nervous,39,9.7600370163993635e-06,1.34471183707947e-5,-3.6870813543953363e-6,-43.95404816866109,1.6206215145286477e-4,7.109264647837955e-5
Higher,2020-2021,2.028439742686062,Nervous,40,1.1117699556083268e-5,1.543976735478248e-5,-4.322067798699213e-6,-42.955745194899364,1.85657643076003e-4,8.144340345284325e-5
Higher,2020-2021,2.028439742686062,Nervous,41,1.2653196151899896e-5,1.7726518205913923e-5,-5.073322054014027e-6,-41.957938832637716,0.00021286613642059247,9.337909467510147e-5
Higher,2020-2021,2.028439742686062,Nervous,42,1.43873040788004e-5,2.034887452100289e-5,-5.961570442202492e-6,-40.96068025125112,2.44189980678366e-4,1.0712008827661737e-4
Higher,2020-2021,2.028439742686062,Nervous,43,1.6342726628431314e-5,2.3353646897067284e-5,-7.01092026863597e-6,-39.96402774780855,2.8018461215344127e-4,1.2291004038842394e-4
Higher,2020-2021,2.028439742686062,Nervous,44,1.8544176739297833e-5,2.679350238696008e-5,-8.249325647662246e-6,-38.96804781339839,3.2146011626639606e-4,1.4101658035357213e-4
Higher,2020-2021,2.028439742686062,Nervous,45,2.101875179773373e-5,3.0727037437980036e-5,-9.708285640246305e-6,-37.97281640520554,3.686509482263663e-4,1.617180279369491e-4
Higher,2020-2021,2.028439742686062,Nervous,46,2.3798753772841255e-5,3.521472749589558e-5,-1.1415973723054327e-5,-36.97842047590928,4.2214467647303444e-4,1.851843998008138e-4
Higher,2020-2021,2.028439742686062,Nervous,47,2.6922021082947255e-5,4.031869449767908e-5,-1.3396673414731827e-5,-35.98495965315328,4.82078752315596e-4,2.11475992425529e-4
Higher,2020-2021,2.028439742686062,Nervous,48,3.04316620551121e-5,4.610339444567351e-5,-1.567173239056141e-5,-34.9925480771835,5.48393849129474e-4,2.4056678069227458e-4
Higher,2020-2021,2.028439742686062,Nervous,49,3.43768968231468e-5,5.263437608373676e-5,-1.825747926058996e-5,-34.001316462552595,6.207783301478099e-4,2.7232005728044964e-4
Higher,2020-2021,2.028439742686062,Nervous,50,3.881405996866876e-5,5.997662409120811e-5,-2.116256412253935e-5,-33.01141437788052,6.986061735476139e-4,3.0646120194250976e-4
Higher,2020-2021,2.028439742686062,Nervous,51,4.380778506567682e-5,6.819245721525279e-5,-2.438467214957597e-5,-32.023012696271465,7.808706658402885e-4,3.4254859443888475e-4
Higher,2020-2021,2.028439742686062,Nervous,52,4.9432406991023535e-5,7.733895020714335e-5,-2.790654321611982e-5,-31.03630612367895,8.661160181091708e-4,3.7994361627739955e-4
Higher,2020-2021,2.028439742686062,Nervous,53,5.5773625586568885e-5,8.746486697287277e-5,-3.169124138630388e-5,-30.051515652921385,9.523698365810211e-4,4.1778102722780924e-4
Higher,2020-2021,2.028439742686062,Nervous,54,6.293050658615503e-5,9.860889491177849e-5,-3.5678388325623454e-5,-29.06889065868307,0.0010371311691155828,4.5496372161323197e-4
Higher,2020-2021,2.028439742686062,Nervous,55,7.10185611997074e-5,1.1085166686519987e-4,-3.983310566549248e-5,-28.08870853765549,0.001118860495187652,4.908163499614847e-4
Higher,2020-2021,2.028439742686062,Nervous,56,8.017313840348519e-5,1.243536253907625e-4,-4.418048698727733e-5,-27.11127184958439,0.0011977891931591012,5.254404122214199e-4
Higher,2020-2021,2.028439742686062,Nervous,57,9.05525368022738e-5,1.393235019884601e-4,-4.8770965186186314e-5,-26.136906919257036,0.0012747221774336772,5.591890043789782e-4
Higher,2020-2021,2.028439742686062,Nervous,58,1.0234236027812116e-4,1.560269581913535e-4,-5.3684597913232336e-5,-25.165964180310738,0.0013510246681187896,5.926610146359459e-4
Higher,2020-2021,2.028439742686062,Nervous,59,1.1576083606304656e-4,1.7480097504169733e-4,-5.9040138978650776e-5,-24.198818791324292,0.0014287016245589721,6.26735968931024e-4
Higher,2020-2021,2.028439742686062,Nervous,60,1.310652764983431e-4,1.9607247453247456e-4,-6.500719803413145e-5,-23.2358715410764,0.0015104989027663925,6.626184061957491e-4
Higher,2020-2021,2.028439742686062,Nervous,61,1.4855995427503566e-4,2.2038275092325105e-4,-7.182279664821539e-5,-22.277550174625272,0.0016000359560125262,7.018960908129041e-4
Higher,2020-2021,2.028439742686062,Nervous,62,1.6860573015658385e-4,2.484198993077815e-4,-7.981416915119765e-5,-21.32431129275145,0.0017019821885524585,7.466173746215547e-4
Higher,2020-2021,2.028439742686062,Nervous,63,1.9163190919284273e-4,2.8106214743329414e-4,-8.943023824045142e-5,-20.37664300702155,0.0018222880386585655,7.993925673127485e-4
Higher,2020-2021,2.028439742686062,Nervous,64,2.181745830697768e-4,3.1936233732909343e-4,-1.0118775425931663e-4,-19.435069804020785,0.00196659106734192,8.626947270827856e-4
Higher,2020-2021,2.028439742686062,Nervous,65,2.4895362971651943e-4,3.644432633104392e-4,-1.1548963359391977e-4,-18.50016223523915,0.002136576957975841,9.372633214202774e-4
Higher,2020-2021,2.028439742686062,Nervous,66,2.8488329470635734e-4,4.176378612479624e-4,-1.3275456654160503e-4,-17.57254832190816,0.002332836035506327,0.001023357311238164
Higher,2020-2021,2.028439742686062,Nervous,67,3.2711913571950693e-4,4.805652062370492e-4,-1.5344607051754228e-4,-16.652923600661982,0.0025553256891504227,0.0011209580042427687
Higher,2020-2021,2.028439742686062,Nervous,68,3.771304471497902e-4,5.551957415687638e-4,-1.780652944189736e-4,-15.742062149038418,0.0028031149313303065,0.001229656999273472
Higher,2020-2021,2.028439742686062,Nervous,69,4.367975103892297e-4,6.439321179457845e-4,-2.071346075565548e-4,-14.840829259657738,0.0030740493445130415,0.0013485092067910891
Higher,2020-2021,2.028439742686062,Nervous,70,5.085432079048269e-4,7.497095166538635e-4,-2.4116630874903655e-4,-13.950195996915571,0.0033643172749017146,0.001475842548809165
Higher,2020-2021,2.028439742686062,Nervous,71,5.955125809318828e-4,8.76120318910944e-4,-2.806077379790612e-4,-13.07125587667095,0.003667895544098146,0.0016090148063475167
Higher,2020-2021,2.028439742686062,Nervous,72,7.018198307102699e-4,0.00102756922937576,-3.257493986654901e-4,-12.205243890392206,0.003975850857860909,0.0017441071647803991
Higher,2020-2021,2.028439742686062,Nervous,73,8.327128394157568e-4,0.00120931908304575,-3.7660624362999306e-4,-11.353557555396765,0.004275820662774902,0.001875696478532917
Higher,2020-2021,2.028439742686062,Nervous,74,9.937403312706191e-4,0.00142666732850386,-4.329269972332408e-4,-10.517775923519954,0.00455342914814157,0.0019974764359914662
Higher,2020-2021,2.028439742686062,Nervous,75,0.00119096966116184,0.00168497862433906,-4.9400896317722e-4,-9.699669844889929,0.00479172384323542,0.002102010408693338
Higher,2020-2021,2.028439742686062,Nervous,76,0.00143126538539239,0.00198972710486561,-5.584617194732198e-4,-8.901206436388351,0.00497098305185153,0.0021806469776385904
Higher,2020-2021,2.028439742686062,Nervous,77,0.00172215757393886,0.0023461601113554,-6.240025374165401e-4,-8.124547874569688,0.005069738489093643,0.002223968538686195
Higher,2020-2021,2.028439742686062,Nervous,78,0.0020715738129861,0.0027588263017888,-6.872524888026999e-4,-7.372042303378761,0.005066454420555842,0.002222527899268073
Higher,2020-2021,2.028439742686062,Nervous,79,0.00248739242770967,0.00323095730437657,-7.435648766669e-4,-6.646204832368037,0.004941884476482694,0.002167882154308926
Higher,2020-2021,2.028439742686062,Nervous,80,0.00297677584481215,0.00376370694683364,-7.8693110202149e-4,-5.949686580377535,0.0046819934173789645,0.0020538743923354166
Higher,2020-2021,2.028439742686062,Nervous,81,0.00354525475375816,0.00435527590422483,-8.100211504666701e-4,-5.2852298280659875,0.0042811479458107725,0.0018780334254768153
Higher,2020-2021,2.028439742686062,Nervous,82,0.00419566313182543,0.00500013558903919,-8.044724572137596e-4,-4.65560742857142,0.003745307947885483,0.0016429737079550605
Higher,2020-2021,2.028439742686062,Nervous,83,0.00492903665196864,0.00569138380350479,-7.6234715153615e-4,-4.063540140531464,0.0030978282512869686,0.0013589404234432563
Higher,2020-2021,2.028439742686062,Nervous,84,0.00574473908648176,0.00642174891047532,-6.770098239935601e-4,-3.511583609798995,0.0023773766016086883,0.001042896152920042
Higher,2020-2021,2.028439742686062,Nervous,85,0.00663850582712946,0.00718166946842702,-5.431636412975603e-4,-3.001990755224824,0.0016305722297495287,7.152915967597886e-4
Higher,2020-2021,2.028439742686062,Nervous,86,0.00760163634009384,0.0079592370873078,-3.5760074721396043e-4,-2.5365628470892965,9.070767694743032e-4,3.9791208201837863e-4
Higher,2020-2021,2.028439742686062,Nervous,87,0.00862036191833767,0.00874034743497382,-1.1998551663615006e-4,-2.116501272418765,2.5394949863223446e-4,1.1140134675352687e-4
Higher,2020-2021,2.028439742686062,Nervous,88,0.00967543540099249,0.00950899170695475,1.6644369403774097e-4,-1.7422758397088043,-2.8999082679384043e-4,-1.2721178354357248e-4
Higher,2020-2021,2.028439742686062,Nervous,89,0.01074204800351397,0.01024769163685888,4.943563666550896e-4,-1.4135275225031319,-6.987863301916187e-4,-3.065402321941024e-4
Higher,2020-2021,2.028439742686062,Nervous,90,0.01179017248397524,0.0109380707190624,8.521017649128406e-4,-1.129022629170293,-9.620421749425422e-4,-4.220240421797296e-4
Higher,2020-2021,2.028439742686062,Nervous,91,0.01278546180576025,0.01156157197541405,0.0012238898303462004,-0.8866710349043814,-0.0010851876624820133,-4.7604491338603094e-4
Higher,2020-2021,2.028439742686062,Nervous,92,0.01369803236340725,0.01210431906889549,0.0015937132945117588,-0.6836352799023445,-0.0010895186341776338,-4.779448032548519e-4
Higher,2020-2021,2.028439742686062,Nervous,93,0.01451440033258374,0.01256295862065033,0.0019514417119334097,-0.5165376549252378,-0.001007993125605375,-4.4218158458881186e-4
Higher,2020-2021,2.028439742686062,Nervous,94,0.0152282112609187,0.01293860559632082,0.0022896056645978803,-0.38167363590405023,-8.738821187935824e-4,-3.8335041203768513e-4
Higher,2020-2021,2.028439742686062,Nervous,95,0.01583861929979665,0.01323557727128461,0.0026030420285120415,-0.27517740272277585,-7.162983445841694e-4,-3.1422231858609995e-4
Higher,2020-2021,2.028439742686062,Nervous,96,0.01634986321977841,0.01346089876142519,0.0028889644583532208,-0.19314745218053125,-5.579961245710331e-4,-2.447790607788643e-4
Higher,2020-2021,2.028439742686062,Nervous,97,0.01677061732828469,0.01362375653125455,0.0031468607970301394,-0.1317463828846284,-4.145875274501596e-4,-1.818692659521562e-4
Higher,2020-2021,2.028439742686062,Nervous,98,0.01711322427921856,0.01373495447311745,0.003378269806101111,-0.08728923598935066,-2.948865903404578e-4,-1.293594335898119e-4
Higher,2020-2021,2.028439742686062,Nervous,99,0.01739290990454795,0.01380641737217604,0.003586492532371909,-0.05632975352117029,-2.0202624035402749e-4,-8.86239011150134e-5
Higher,2020-2021,2.028439742686062,Nervous,100,0.01762706517576175,0.01385077531689423,0.003776289858867519,-0.09606534727599592,-3.6277059670692985e-4,-1.5913846356616827e-4
Higher,2020-2021,2.028439742686062,Other diseases,35,2.483431402945279e-6,7.333721644930638e-9,2.4760976813003484e-6,-47.95140576871236,-1.1873236463900083e-4,-5.20849436413756e-5
Higher,2020-2021,2.028439742686062,Other diseases,36,1.9805011447495884e-6,8.560529076378815e-9,1.9719406156732097e-6,-46.951514092977405,-9.258559760729524e-5,-4.0615005420308404e-5
Higher,2020-2021,2.028439742686062,Other diseases,37,1.5869767642734754e-6,9.992560612758552e-9,1.576984203660717e-6,-45.95196966550493,-7.246553028959772e-5,-3.178883089334433e-5
Higher,2020-2021,2.028439742686062,Other diseases,38,1.2792740925273668e-6,1.1664146769411144e-8,1.2676099457579557e-6,-44.952802814291836,-5.698261993709255e-5,-2.4996862119147023e-5
Higher,2020-2021,2.028439742686062,Other diseases,39,1.0386739347243409e-6,1.36153609747161e-8,1.0250585737496247e-6,-43.95404816866109,-4.505547392629004e-5,-1.9764718973814193e-5
Higher,2020-2021,2.028439742686062,Other diseases,40,8.504376502383447e-7,1.589298026194021e-8,8.345446699764045e-7,-42.955745194899364,-3.5848488197267815e-5,-1.5725842680386502e-5
Higher,2020-2021,2.028439742686062,Other diseases,41,7.030372994327967e-7,1.8551606668499353e-8,6.844856927642974e-7,-41.957938832637716,-2.8719608828820042e-5,-1.2598580107450248e-5
Higher,2020-2021,2.028439742686062,Other diseases,42,5.875054815773311e-7,2.1654976226243923e-8,5.658505053510871e-7,-40.96068025125112,-2.317762161969474e-5,-1.0167447767703183e-5
Higher,2020-2021,2.028439742686062,Other diseases,43,4.968990567952103e-7,2.5277486923548267e-8,4.716215698716621e-7,-39.96402774780855,-1.8847897504816134e-5,-8.268105181612034e-6
Higher,2020-2021,2.028439742686062,Other diseases,44,4.258651879005112e-7,2.9505982269458337e-8,3.963592056310529e-7,-38.96804781339839,-1.5445344476311474e-5,-6.775489555996474e-6
Higher,2020-2021,2.028439742686062,Other diseases,45,3.702596588464818e-7,3.4441833217346955e-8,3.3581782562913483e-7,-37.97281640520554,-1.2751948638210466e-5,-5.593963601738454e-6
Higher,2020-2021,2.028439742686062,Other diseases,46,3.26660713355397e-7,4.0203368355535784e-8,2.8645734499986124e-7,-36.97842047590928,-1.0592740151817478e-5,-4.64677239009457e-6
Higher,2020-2021,2.028439742686062,Other diseases,47,2.924094175497233e-7,4.692871063082454e-8,2.4548070691889873e-7,-35.98495965315328,-8.833613334104116e-6,-3.875087083925434e-6
Higher,2020-2021,2.028439742686062,Other diseases,48,2.6554376640254165e-7,5.477908860833937e-8,2.1076467779420227e-7,-34.9925480771835,-7.375193120685713e-6,-3.2353143071236068e-6
Higher,2020-2021,2.028439742686062,Other diseases,49,2.446118753020738e-7,6.394270164696499e-8,1.8066917365510881e-7,-34.001316462552595,-6.142989748475225e-6,-2.6947772480712614e-6
Higher,2020-2021,2.028439742686062,Other diseases,50,2.2853988261486225e-7,7.463923165234556e-8,1.5390065096251668e-7,-33.01141437788052,-5.080478161949194e-6,-2.2286797668092845e-6
Higher,2020-2021,2.028439742686062,Other diseases,51,2.16538869404779e-7,8.712510956874623e-8,1.2941375983603276e-7,-32.023012696271465,-4.144218474301503e-6,-1.817965862364702e-6
Higher,2020-2021,2.028439742686062,Other diseases,52,2.080393544207678e-7,1.0169966286456397e-7,1.0633969155620382e-7,-31.03630612367895,-3.3003912202359394e-6,-1.447799774081265e-6
Higher,2020-2021,2.028439742686062,Other diseases,53,2.026456394665688e-7,1.1871229138653193e-7,8.393334808003686e-8,-30.051515652921385,-2.522324323629327e-6,-1.1064811236678653e-6
Higher,2020-2021,2.028439742686062,Other diseases,54,2.001029066226609e-7,1.3857084361217034e-7,6.153206301049057e-8,-29.06889065868307,-1.7886688116551473e-6,-7.846446462293637e-7
Higher,2020-2021,2.028439742686062,Other diseases,55,2.002250764402569e-7,1.6175139414489597e-7,3.8473682295360933e-8,-28.08870853765549,-1.0806760483647496e-6,-4.7406578016701536e-7
Higher,2020-2021,2.028439742686062,Other diseases,56,2.0287344559193565e-7,1.8880965680854888e-7,1.406378878338677e-8,-27.11127184958439,-3.8128720094153446e-7,-1.6726123860666675e-7
Higher,2020-2021,2.028439742686062,Other diseases,57,2.079980970122623e-7,2.2039430690540117e-7,-1.2396209893138874e-8,-26.136906919257036,3.2399858412854396e-7,1.4213014324720617e-7
Higher,2020-2021,2.028439742686062,Other diseases,58,2.1562876227854733e-7,2.572625320913491e-7,-4.1633769812801775e-8,-25.165964180310738,1.047753959800272e-6,4.5962367642680283e-7
Higher,2020-2021,2.028439742686062,Other diseases,59,2.2586708325905775e-7,3.002981846512876e-7,-7.443110139222984e-8,-24.198818791324292,1.8011447350292552e-6,7.901175243935461e-7
Higher,2020-2021,2.028439742686062,Other diseases,60,2.3888224693376285e-7,3.505329703429059e-7,-1.1165072340914307e-7,-23.2358715410764,2.5943018666031e-6,1.1380558866285129e-6
Higher,2020-2021,2.028439742686062,Other diseases,61,2.54909040549846e-7,4.0917118177558715e-7,-1.5426214122574115e-7,-22.277550174625272,3.436582591201578e-6,1.507543550790795e-6
Higher,2020-2021,2.028439742686062,Other diseases,62,2.742475683190563e-7,4.776185692653915e-7,-2.033710009463352e-7,-21.32431129275145,4.336746532098102e-6,1.902423146359747e-6
Higher,2020-2021,2.028439742686062,Other diseases,63,2.9726400391047833e-7,5.575160412962021e-7,-2.602520373857238e-7,-20.37664300702155,5.30306285765892e-6,2.3263221524109075e-6
Higher,2020-2021,2.028439742686062,Other diseases,64,3.244087555221569e-7,6.507790025108432e-7,-3.2637024698868626e-7,-19.435069804020785,6.343028532180622e-6,2.7825293012461756e-6
Higher,2020-2021,2.028439742686062,Other diseases,65,3.56254835457525e-7,7.596432723020139e-7,-4.033884368444889e-7,-18.50016223523915,7.4627515254425656e-6,3.2737240077217153e-6
Higher,2020-2021,2.028439742686062,Other diseases,66,3.9348065983158297e-7,8.867186847696557e-7,-4.932380249380728e-7,-17.57254832190816,8.667449027426827e-6,3.8021949236891834e-6
Higher,2020-2021,2.028439742686062,Other diseases,67,4.3687470732796115e-7,1.0350516550621988e-6,-5.981769477342377e-7,-16.652923600661982,9.961395010295435e-6,4.369816934735683e-6
Higher,2020-2021,2.028439742686062,Other diseases,68,4.873464049265622e-7,1.2081982120194045e-6,-7.208518070928423e-7,-15.742062149038418,1.1347693947502175e-5,4.97795189637018e-6
Higher,2020-2021,2.028439742686062,Other diseases,69,5.459369009428063e-7,1.410309247950085e-6,-8.643723470072787e-7,-14.840829259657738,1.2828002418704653e-5,5.627326509003017e-6
Higher,2020-2021,2.028439742686062,Other diseases,70,6.138290216256301e-7,1.646230029267488e-6,-1.0324010076418579e-6,-13.950195996915571,1.4402196404017048e-5,6.317886368186148e-6
